day	sum	infected	cured	deceased
276	265056.000000	0.000000	263755.562571	1300.437429
277	265056.000000	0.000000	263755.562571	1300.437429
278	265056.000000	0.000000	263755.562571	1300.437429
279	265056.000000	0.000000	263755.562571	1300.437429
280	265056.000000	0.000000	263755.562571	1300.437429
281	265056.000000	0.000000	263755.562571	1300.437429
282	265056.000000	0.000000	263755.562571	1300.437429
283	265056.000000	0.000000	263755.562571	1300.437429
284	265056.000000	0.000000	263755.562571	1300.437429
285	265056.000000	0.000000	263755.562571	1300.437429
286	265056.000000	0.000000	263755.562571	1300.437429
287	265056.000000	0.000000	263755.562571	1300.437429
288	265056.000000	0.000000	263755.562571	1300.437429
289	265056.000000	0.000000	263755.562571	1300.437429
290	265056.000000	0.000000	263755.562571	1300.437429
291	265056.000000	0.000000	263755.562571	1300.437429
292	265056.000000	0.000000	263755.562571	1300.437429
293	265056.000000	0.000000	263755.562571	1300.437429
294	265056.000000	0.000000	263755.562571	1300.437429
295	265056.000000	0.000000	263755.562571	1300.437429
296	265056.000000	0.000000	263755.562571	1300.437429
297	265056.000000	0.000000	263755.562571	1300.437429
298	265056.000000	0.000000	263755.562571	1300.437429
299	265056.000000	0.000000	263755.562571	1300.437429
300	265056.000000	0.000000	263755.562571	1300.437429
301	265056.000000	0.000000	263755.562571	1300.437429
302	265056.000000	0.000000	263755.562571	1300.437429
303	265056.000000	0.000000	263755.562571	1300.437429
304	265056.000000	0.000000	263755.562571	1300.437429
305	265056.000000	0.000000	263755.562571	1300.437429
306	265056.000000	0.000000	263755.562571	1300.437429
307	265056.000000	0.000000	263755.562571	1300.437429
308	265056.000000	0.000000	263755.562571	1300.437429
309	265056.000000	0.000000	263755.562571	1300.437429
310	265056.000000	0.000000	263755.562571	1300.437429
311	265056.000000	0.000000	263755.562571	1300.437429
312	265056.000000	0.000000	263755.562571	1300.437429
313	265056.000000	0.000000	263755.562571	1300.437429
314	265056.000000	0.000000	263755.562571	1300.437429
315	265056.000000	0.000000	263755.562571	1300.437429
316	265056.000000	0.000000	263755.562571	1300.437429
317	265056.000000	0.000000	263755.562571	1300.437429
318	265056.000000	0.000000	263755.562571	1300.437429
319	265056.000000	0.000000	263755.562571	1300.437429
320	265056.000000	0.000000	263755.562571	1300.437429
321	265056.000000	0.000000	263755.562571	1300.437429
322	265056.000000	0.000000	263755.562571	1300.437429
323	265056.000000	0.000000	263755.562571	1300.437429
324	265056.000000	0.000000	263755.562571	1300.437429
325	265056.000000	0.000000	263755.562571	1300.437429
326	265056.000000	0.000000	263755.562571	1300.437429
327	265056.000000	0.000000	263755.562571	1300.437429
328	265056.000000	0.000000	263755.562571	1300.437429
329	265056.000000	0.000000	263755.562571	1300.437429
330	265056.000000	0.000000	263755.562571	1300.437429
331	265056.000000	0.000000	263755.562571	1300.437429
332	265056.000000	0.000000	263755.562571	1300.437429
333	265056.000000	0.000000	263755.562571	1300.437429
334	265056.000000	0.000000	263755.562571	1300.437429
335	265056.000000	0.000000	263755.562571	1300.437429
336	265056.000000	0.000000	263755.562571	1300.437429
337	265056.000000	0.000000	263755.562571	1300.437429
338	265056.000000	0.000000	263755.562571	1300.437429
339	265056.000000	0.000000	263755.562571	1300.437429
340	265056.000000	0.000000	263755.562571	1300.437429
341	265056.000000	0.000000	263755.562571	1300.437429
342	265056.000000	0.000000	263755.562571	1300.437429
343	265056.000000	0.000000	263755.562571	1300.437429
344	265056.000000	0.000000	263755.562571	1300.437429
345	265056.000000	0.000000	263755.562571	1300.437429
346	265056.000000	0.000000	263755.562571	1300.437429
347	265056.000000	0.000000	263755.562571	1300.437429
348	265056.000000	0.000000	263755.562571	1300.437429
349	265056.000000	0.000000	263755.562571	1300.437429
350	265056.000000	0.000000	263755.562571	1300.437429
351	265056.000000	0.000000	263755.562571	1300.437429
352	265056.000000	0.000000	263755.562571	1300.437429
353	265056.000000	0.000000	263755.562571	1300.437429
354	265056.000000	0.000000	263755.562571	1300.437429
355	265056.000000	0.000000	263755.562571	1300.437429
356	265056.000000	0.000000	263755.562571	1300.437429
357	265056.000000	0.000000	263755.562571	1300.437429
358	265056.000000	0.000000	263755.562571	1300.437429
359	265056.000000	0.000000	263755.562571	1300.437429
360	265056.000000	0.000000	263755.562571	1300.437429
361	265056.000000	0.000000	263755.562571	1300.437429
362	265056.000000	0.000000	263755.562571	1300.437429
363	265056.000000	0.000000	263755.562571	1300.437429
364	265056.000000	0.000000	263755.562571	1300.437429
365	265056.000000	0.000000	263755.562571	1300.437429
366	265056.000000	0.000000	263755.562571	1300.437429
367	265056.000000	0.000000	263755.562571	1300.437429
368	265056.000000	0.000000	263755.562571	1300.437429
369	265056.000000	0.000000	263755.562571	1300.437429
370	265056.000000	0.000000	263755.562571	1300.437429
371	265056.000000	0.000000	263755.562571	1300.437429
372	265056.000000	0.000000	263755.562571	1300.437429
373	265056.000000	0.000000	263755.562571	1300.437429
374	265056.000000	0.000000	263755.562571	1300.437429
375	265056.000000	0.000000	263755.562571	1300.437429
376	265056.000000	0.000000	263755.562571	1300.437429
377	265056.000000	0.000000	263755.562571	1300.437429
378	265056.000000	0.000000	263755.562571	1300.437429
379	265056.000000	0.000000	263755.562571	1300.437429
380	265056.000000	0.000000	263755.562571	1300.437429
381	265056.000000	0.000000	263755.562571	1300.437429
382	265056.000000	0.000000	263755.562571	1300.437429
383	265056.000000	0.000000	263755.562571	1300.437429
384	265056.000000	0.000000	263755.562571	1300.437429
385	265056.000000	0.000000	263755.562571	1300.437429
386	265056.000000	0.000000	263755.562571	1300.437429
387	265056.000000	0.000000	263755.562571	1300.437429
388	265056.000000	0.000000	263755.562571	1300.437429
389	265056.000000	0.000000	263755.562571	1300.437429
390	265056.000000	0.000000	263755.562571	1300.437429
391	265056.000000	0.000000	263755.562571	1300.437429
392	265056.000000	0.000000	263755.562571	1300.437429
393	265056.000000	0.000000	263755.562571	1300.437429
394	265056.000000	0.000000	263755.562571	1300.437429
395	265056.000000	0.000000	263755.562571	1300.437429
396	265056.000000	0.000000	263755.562571	1300.437429
397	265056.000000	0.000000	263755.562571	1300.437429
398	265056.000000	0.000000	263755.562571	1300.437429
399	265056.000000	0.000000	263755.562571	1300.437429
400	265056.000000	0.000000	263755.562571	1300.437429
