day	sum	infected	cured	deceased
0	0.000000	0.000000	0.000000	0.000000
1	0.000696	0.000693	0.000000	0.000003
2	0.001818	0.001802	0.000000	0.000016
3	0.003634	0.003591	0.000000	0.000043
4	0.006534	0.006441	0.000000	0.000093
5	0.011193	0.011012	0.000000	0.000181
6	0.018742	0.018412	0.000000	0.000330
7	0.030930	0.030353	0.000000	0.000577
8	0.050403	0.049424	0.000000	0.000979
9	0.081785	0.080154	0.000000	0.001632
10	0.132494	0.129800	0.000001	0.002694
11	0.214071	0.209659	0.000001	0.004410
12	0.345072	0.337897	0.000004	0.007171
13	0.556488	0.544845	0.000009	0.011633
14	0.896870	0.878015	0.000025	0.018830
15	1.443326	1.412880	0.000063	0.030383
16	2.324742	2.275549	0.000165	0.049028
17	3.743030	3.663526	0.000434	0.079070
18	6.017776	5.889433	0.001093	0.127251
19	9.680335	9.472574	0.002855	0.204907
20	15.555401	15.218262	0.007410	0.329729
21	24.953195	24.404530	0.018853	0.529812
22	39.969732	39.069739	0.049084	0.850909
23	63.792288	62.305150	0.123725	1.363413
24	101.307652	98.818336	0.310831	2.178484
25	159.638563	155.393873	0.778387	3.466304
26	248.744521	241.395354	1.870994	5.478173
27	381.106526	368.153683	4.377736	8.575107
28	570.704955	547.799105	9.676358	13.229492
29	830.066462	789.695669	20.324303	20.046490
30	1165.834020	1095.819754	40.300127	29.714139
31	1577.476814	1461.181543	73.450913	42.844358
32	2057.246777	1873.882763	123.399610	59.964404
33	2590.775116	2315.838494	193.430509	81.506113
34	3163.855682	2771.115223	285.056921	107.683538
35	3764.418845	3227.450888	398.415577	138.552380
36	4382.892033	3675.702436	533.104273	174.085325
37	5012.455191	4110.106607	688.177594	214.170990
38	5648.480708	4527.459208	862.380688	258.640812
39	6288.162815	4926.284250	1054.568567	307.309999
40	6929.709018	5306.097960	1263.627501	359.983558
41	7571.756627	5666.773666	1488.515331	416.467630
42	8213.372757	6008.541798	1728.261470	476.569488
43	8854.054325	6331.989884	1981.966899	540.097541
44	9493.683879	6638.045701	2248.780948	606.857230
45	10132.027945	6927.600529	2527.788652	676.638764
46	10768.983895	7201.349855	2818.345645	749.288396
47	11404.516706	7459.974656	3119.876018	824.666032
48	12038.595707	7704.142881	3431.818107	902.634719
49	12671.194587	7934.509456	3753.624495	983.060636
50	13302.291392	8151.716279	4084.762011	1065.813101
51	13931.868524	8356.392223	4424.711730	1150.764571
52	14559.912741	8549.153134	4772.968972	1237.790636
53	15186.415161	8730.601833	5129.043304	1326.770023
54	15811.371256	8901.328116	5492.458541	1417.584600
55	16434.780858	9061.908751	5862.752741	1510.119366
56	17056.648152	9212.907482	6239.478209	1604.262461
57	17676.981683	9354.875026	6622.201498	1699.905160
58	18295.794353	9488.349075	7010.503405	1796.941874
59	18913.102710	9613.851485	7403.980600	1895.270626
60	19528.904159	9731.772730	7802.318125	1994.813303
61	20143.195741	9842.415684	8205.270793	2095.509263
62	20755.981134	9946.092286	8612.591971	2197.296876
63	21367.264008	10043.108677	9024.039658	2300.115672
64	21977.048027	10133.765198	9439.376492	2403.906337
65	22585.336849	10218.356389	9858.369743	2508.610717
66	23192.134125	10297.170992	10280.791319	2614.171814
67	23797.443501	10370.491951	10706.417761	2720.533789
68	24401.268616	10438.596406	11135.030248	2827.641962
69	25003.613101	10501.755701	11566.414591	2935.442808
70	25604.480582	10560.235380	12000.361239	3043.883964
71	26203.874681	10614.295186	12436.665275	3152.914220
72	26801.799009	10664.189063	12875.126417	3262.483529
73	27398.257175	10710.165155	13315.549021	3372.542999
74	27993.252778	10752.465809	13757.742074	3483.044895
75	28586.789413	10791.327568	14201.519202	3593.942643
