day	sum	infected	cured	deceased
0	0.000000	0.000000	0.000000	0.000000
1	0.000176	0.000175	0.000000	0.000001
2	0.000440	0.000436	0.000000	0.000004
3	0.000828	0.000819	0.000000	0.000009
4	0.001402	0.001383	0.000000	0.000019
5	0.002261	0.002226	0.000000	0.000035
6	0.003545	0.003484	0.000000	0.000061
7	0.005456	0.005356	0.000000	0.000100
8	0.008285	0.008124	0.000000	0.000161
9	0.012494	0.012242	0.000000	0.000252
10	0.018777	0.018387	0.000000	0.000389
11	0.028146	0.027550	0.000000	0.000596
12	0.042011	0.041107	0.000000	0.000903
13	0.062637	0.061276	0.000000	0.001362
14	0.093428	0.091381	0.000000	0.002047
15	0.139281	0.136211	0.000000	0.003070
16	0.207262	0.202674	0.000001	0.004587
17	0.308488	0.301639	0.000002	0.006847
18	0.459386	0.449163	0.000004	0.010218
19	0.683913	0.668664	0.000009	0.015239
20	1.016961	0.994258	0.000020	0.022683
21	1.513608	1.479784	0.000044	0.033780
22	2.253703	2.203271	0.000101	0.050331
23	3.352094	3.276978	0.000219	0.074897
24	4.985297	4.873421	0.000476	0.111400
25	7.420217	7.253332	0.001063	0.165821
26	11.043831	10.794590	0.002387	0.246853
27	16.423846	16.051543	0.005186	0.367117
28	24.440037	23.882255	0.011526	0.546257
29	36.376516	35.537441	0.025986	0.813089
30	54.094919	52.829510	0.056378	1.209031
31	80.477584	78.554683	0.124701	1.798200
32	119.768245	116.811872	0.280910	2.675463
33	178.108102	173.517464	0.613333	3.977305
34	264.837610	257.582372	1.345403	5.909834
35	393.933048	382.143979	3.007240	8.781829
36	585.639858	565.958121	6.643715	13.038022
37	869.831030	836.097999	14.408422	19.324609
38	1291.872843	1231.474910	31.788833	28.609100
39	1917.031669	1804.242636	70.538081	42.250952
40	2838.584210	2625.808486	150.618011	62.157713
41	4196.115159	3780.265368	324.875121	90.974670
42	6182.752431	5357.161864	693.582748	132.007820
43	9069.353328	7436.676000	1443.094719	189.582608
44	13223.920989	10016.752318	2938.360825	268.807845
45	19097.548011	12926.441025	5798.058267	373.048719
46	27222.934825	15821.098049	10898.089913	503.746864
47	38150.546731	18159.296888	19332.464695	658.785148
48	52280.888361	19385.884512	32064.630593	830.373257
49	69691.724379	19250.542234	49434.213310	1006.968835
50	89955.483265	17950.386100	70828.349469	1176.747696
51	112102.847118	15941.766818	94829.999576	1331.080724
52	134798.715544	13653.114563	119679.983937	1465.617044
53	156674.719144	11381.609956	143713.840672	1579.268517
54	176647.783843	9289.528634	165685.234393	1673.020817
55	194081.118888	7458.537275	184873.653466	1748.928147
56	208768.574527	5921.941613	201037.148628	1809.484286
57	220816.877407	4655.166821	214304.391982	1857.318604
58	230510.350228	3630.971856	224984.567154	1894.811219
59	238202.219186	2823.349305	233454.864257	1924.005625
60	244247.120148	2188.431756	240112.023392	1946.665001
61	248966.133367	1692.095122	245309.831174	1964.207071
62	252633.341869	1306.822654	249348.759542	1977.759672
63	255474.298416	1008.928061	252477.154158	1988.216197
64	257670.530654	777.022783	254897.223929	1996.283941
65	259365.976370	598.399893	256765.076717	2002.499760
66	260673.562140	461.002428	258205.272986	2007.286725
67	261681.360926	355.012199	259315.375168	2010.973559
68	262457.761333	273.231378	260170.717193	2013.812761
69	263055.731888	210.414350	260829.319420	2015.998118
70	263516.174816	162.129948	261336.364695	2017.680173
71	263870.677557	124.700215	261727.001496	2018.975846
72	264143.593272	95.984833	262027.635553	2019.972886
73	264353.685593	73.893559	262259.051723	2020.740311
74	264515.408427	56.886460	262437.190939	2021.331029
75	264639.892921	43.745290	262574.361753	2021.785878
76	264735.715366	33.680675	262679.898866	2022.135825
77	264809.471779	25.938290	262761.128322	2022.405166
78	264866.243895	19.959962	262823.671387	2022.612545
79	264909.942560	15.365060	262871.805354	2022.772146
80	264943.578304	11.829702	262908.853614	2022.894988
81	264969.467865	9.109447	262937.368880	2022.989537
82	264989.395053	6.998430	262959.334255	2023.062368
83	265004.733544	5.391195	262976.223979	2023.118370
84	265016.539744	4.150796	262989.227462	2023.161486
85	265025.627067	3.194511	262999.237879	2023.194677
86	265032.621789	2.460222	263006.941347	2023.220220
87	265038.005485	1.893130	263012.872470	2023.239886
88	265042.149460	1.457106	263017.437333	2023.255021
89	265045.339134	1.121732	263020.950732	2023.266671
90	265047.794233	0.863500	263023.655095	2023.275638
91	265049.683928	0.663804	263025.737581	2023.282543
92	265051.138461	0.511227	263027.339380	2023.287854
93	265052.258030	0.393582	263028.572505	2023.291942
94	265053.119775	0.302976	263029.521710	2023.295090
95	265053.783074	0.233385	263030.252177	2023.297512
96	265054.293603	0.179493	263030.814733	2023.299377
97	265054.686571	0.138166	263031.247593	2023.300812
98	265054.989043	0.106363	263031.580763	2023.301917
99	265055.221856	0.081852	263031.837237	2023.302767
100	265055.401056	0.062976	263032.034658	2023.303422
101	265055.538987	0.048491	263032.186570	2023.303926
102	265055.645154	0.037327	263032.303514	2023.304313
103	265055.726872	0.028736	263032.393524	2023.304612
104	265055.789772	0.022132	263032.462798	2023.304842
105	265055.838185	0.017015	263032.516151	2023.305018
106	265055.875449	0.013100	263032.557195	2023.305155
107	265055.904132	0.010085	263032.588788	2023.305259
108	265055.926210	0.007760	263032.613109	2023.305340
109	265055.943203	0.005975	263032.631826	2023.305402
110	265055.956283	0.004605	263032.646229	2023.305450
111	265055.966350	0.003540	263032.657324	2023.305487
112	265055.974100	0.002724	263032.665860	2023.305515
113	265055.980064	0.002097	263032.672430	2023.305537
114	265055.984655	0.001615	263032.677487	2023.305553
115	265055.988189	0.001242	263032.681381	2023.305566
116	265055.990909	0.000956	263032.684376	2023.305576
117	265055.993003	0.000737	263032.686682	2023.305584
118	265055.994614	0.000567	263032.688458	2023.305590
119	265055.995854	0.000436	263032.689824	2023.305594
120	265055.996809	0.000336	263032.690875	2023.305598
121	265055.997544	0.000258	263032.691685	2023.305600
122	265055.998110	0.000199	263032.692308	2023.305603
123	265055.998545	0.000153	263032.692788	2023.305604
124	265055.998880	0.000118	263032.693157	2023.305605
125	265055.999138	0.000091	263032.693441	2023.305606
126	265055.999336	0.000070	263032.693659	2023.305607
127	265055.999489	0.000053	263032.693829	2023.305608
128	265055.999607	0.000041	263032.693958	2023.305608
129	265055.999697	0.000032	263032.694057	2023.305608
130	265055.999767	0.000025	263032.694134	2023.305609
131	265055.999821	0.000020	263032.694192	2023.305609
132	265055.999862	0.000014	263032.694239	2023.305609
133	265055.999894	0.000011	263032.694274	2023.305609
134	265055.999918	0.000008	263032.694301	2023.305609
135	265055.999937	0.000007	263032.694321	2023.305609
136	265055.999952	0.000006	263032.694337	2023.305609
137	265055.999963	0.000004	263032.694349	2023.305609
138	265055.999971	0.000002	263032.694360	2023.305609
139	265055.999978	0.000002	263032.694367	2023.305609
140	265055.999983	0.000002	263032.694372	2023.305609
141	265055.999987	0.000001	263032.694376	2023.305609
142	265055.999990	0.000001	263032.694379	2023.305609
143	265055.999992	0.000001	263032.694382	2023.305609
144	265055.999994	0.000000	263032.694385	2023.305609
145	265055.999995	0.000001	263032.694385	2023.305609
146	265055.999996	0.000000	263032.694387	2023.305609
147	265055.999997	0.000001	263032.694387	2023.305609
148	265055.999998	0.000000	263032.694389	2023.305609
149	265055.999998	0.000000	263032.694389	2023.305609
150	265055.999999	0.000000	263032.694389	2023.305609
151	265055.999999	0.000000	263032.694390	2023.305609
152	265055.999999	0.000000	263032.694390	2023.305609
153	265055.999999	0.000000	263032.694390	2023.305609
154	265056.000000	0.000000	263032.694390	2023.305609
155	265056.000000	0.000000	263032.694390	2023.305609
156	265056.000000	0.000000	263032.694390	2023.305609
157	265056.000000	0.000000	263032.694390	2023.305609
158	265056.000000	0.000000	263032.694390	2023.305609
159	265056.000000	0.000000	263032.694390	2023.305609
160	265056.000000	0.000000	263032.694390	2023.305609
161	265056.000000	0.000000	263032.694391	2023.305609
162	265056.000000	0.000000	263032.694390	2023.305609
163	265056.000000	0.000000	263032.694390	2023.305609
164	265056.000000	0.000000	263032.694391	2023.305609
165	265056.000000	0.000000	263032.694391	2023.305609
166	265056.000000	0.000000	263032.694391	2023.305609
167	265056.000000	0.000000	263032.694391	2023.305609
168	265056.000000	0.000000	263032.694391	2023.305609
169	265056.000000	0.000000	263032.694391	2023.305609
170	265056.000000	0.000000	263032.694391	2023.305609
171	265056.000000	0.000000	263032.694391	2023.305609
172	265056.000000	0.000000	263032.694391	2023.305609
173	265056.000000	0.000000	263032.694391	2023.305609
174	265056.000000	0.000000	263032.694391	2023.305609
175	265056.000000	0.000000	263032.694391	2023.305609
176	265056.000000	0.000000	263032.694391	2023.305609
177	265056.000000	0.000000	263032.694391	2023.305609
178	265056.000000	0.000000	263032.694391	2023.305609
179	265056.000000	0.000000	263032.694391	2023.305609
180	265056.000000	0.000000	263032.694391	2023.305609
181	265056.000000	0.000000	263032.694391	2023.305609
182	265056.000000	0.000000	263032.694391	2023.305609
183	265056.000000	0.000000	263032.694391	2023.305609
184	265056.000000	0.000000	263032.694391	2023.305609
185	265056.000000	0.000000	263032.694391	2023.305609
186	265056.000000	0.000000	263032.694391	2023.305609
187	265056.000000	0.000000	263032.694391	2023.305609
188	265056.000000	0.000000	263032.694391	2023.305609
189	265056.000000	0.000000	263032.694391	2023.305609
190	265056.000000	0.000000	263032.694391	2023.305609
191	265056.000000	0.000000	263032.694391	2023.305609
192	265056.000000	0.000000	263032.694391	2023.305609
193	265056.000000	0.000000	263032.694391	2023.305609
194	265056.000000	0.000000	263032.694391	2023.305609
195	265056.000000	0.000000	263032.694391	2023.305609
196	265056.000000	0.000000	263032.694391	2023.305609
197	265056.000000	0.000000	263032.694391	2023.305609
198	265056.000000	0.000000	263032.694391	2023.305609
199	265056.000000	0.000000	263032.694391	2023.305609
200	265056.000000	0.000000	263032.694391	2023.305609
201	265056.000000	0.000000	263032.694391	2023.305609
